id,school,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location
25,California,Golden Bears,CAL,"[""CAL"",""California""]",ACC,null,fbs,#041e42,#ffc72c,"[""https://cdn.collegefootballdata.com/logos/500/25.png"",""https://cdn.collegefootballdata.com/logos-dark/500/25.png"",""https://cdn.collegefootballdata.com/logos/256/25.png"",""https://cdn.collegefootballdata.com/logos-dark/256/25.png"",""https://cdn.collegefootballdata.com/logos/128/25.png"",""https://cdn.collegefootballdata.com/logos-dark/128/25.png"",""https://cdn.collegefootballdata.com/logos/96/25.png"",""https://cdn.collegefootballdata.com/logos-dark/96/25.png"",""https://cdn.collegefootballdata.com/logos/64/25.png"",""https://cdn.collegefootballdata.com/logos-dark/64/25.png"",""https://cdn.collegefootballdata.com/logos/48/25.png"",""https://cdn.collegefootballdata.com/logos-dark/48/25.png"",""https://cdn.collegefootballdata.com/logos/32/25.png"",""https://cdn.collegefootballdata.com/logos-dark/32/25.png"",""https://cdn.collegefootballdata.com/logos/16/25.png"",""https://cdn.collegefootballdata.com/logos-dark/16/25.png""]",@CalFootball,"{""capacity"":""62467"",""city"":""Berkeley"",""constructionYear"":""1923"",""countryCode"":""US"",""dome"":""false"",""elevation"":""125.3108063"",""grass"":""false"",""id"":""3831"",""latitude"":""37.8710434"",""longitude"":""-122.2507729"",""name"":""California Memorial Stadium"",""state"":""CA"",""timezone"":""America/Los_Angeles"",""zip"":""94720""}"
2858,California (PA),Vulcans,CAPA,"[""California (Pennsylvania)"",""CAPA"",""Cal (PA)""]",Pennsylvania State Athletic,Western,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2858.png"",""https://cdn.collegefootballdata.com/logos/256/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2858.png"",""https://cdn.collegefootballdata.com/logos/128/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2858.png"",""https://cdn.collegefootballdata.com/logos/96/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2858.png"",""https://cdn.collegefootballdata.com/logos/64/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2858.png"",""https://cdn.collegefootballdata.com/logos/48/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2858.png"",""https://cdn.collegefootballdata.com/logos/32/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2858.png"",""https://cdn.collegefootballdata.com/logos/16/2858.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2858.png""]",null,"{""capacity"":""6500"",""city"":""Brownsville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""4436"",""latitude"":""40.0236854"",""longitude"":""-79.8839357"",""name"":""Adamson Stadium"",""state"":""PA"",""timezone"":null,""zip"":""15417""}"
2094,Cal Lutheran,Kingsmen,CLU,"[""California Lutheran"",""CLU"",""Cal Lutheran""]",So. Cal.,null,iii,#3b2361,#fec223,"[""https://cdn.collegefootballdata.com/logos/500/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2094.png"",""https://cdn.collegefootballdata.com/logos/256/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2094.png"",""https://cdn.collegefootballdata.com/logos/128/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2094.png"",""https://cdn.collegefootballdata.com/logos/96/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2094.png"",""https://cdn.collegefootballdata.com/logos/64/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2094.png"",""https://cdn.collegefootballdata.com/logos/48/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2094.png"",""https://cdn.collegefootballdata.com/logos/32/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2094.png"",""https://cdn.collegefootballdata.com/logos/16/2094.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2094.png""]",null,"{""capacity"":""2000"",""city"":""Thousand Oaks"",""constructionYear"":""2011"",""countryCode"":""US"",""dome"":""false"",""elevation"":""272"",""grass"":""false"",""id"":""5811"",""latitude"":""34.1705609"",""longitude"":""-118.8375937"",""name"":""William Rolland Stadium"",""state"":""CA"",""timezone"":""America/Los_Angeles"",""zip"":""91360""}"
13,Cal Poly,Mustangs,CP,"[""CP"",""Cal Poly""]",Big Sky,null,fcs,#1E4D2B,#eed897,"[""https://cdn.collegefootballdata.com/logos/500/13.png"",""https://cdn.collegefootballdata.com/logos-dark/500/13.png"",""https://cdn.collegefootballdata.com/logos/256/13.png"",""https://cdn.collegefootballdata.com/logos-dark/256/13.png"",""https://cdn.collegefootballdata.com/logos/128/13.png"",""https://cdn.collegefootballdata.com/logos-dark/128/13.png"",""https://cdn.collegefootballdata.com/logos/96/13.png"",""https://cdn.collegefootballdata.com/logos-dark/96/13.png"",""https://cdn.collegefootballdata.com/logos/64/13.png"",""https://cdn.collegefootballdata.com/logos-dark/64/13.png"",""https://cdn.collegefootballdata.com/logos/48/13.png"",""https://cdn.collegefootballdata.com/logos-dark/48/13.png"",""https://cdn.collegefootballdata.com/logos/32/13.png"",""https://cdn.collegefootballdata.com/logos-dark/32/13.png"",""https://cdn.collegefootballdata.com/logos/16/13.png"",""https://cdn.collegefootballdata.com/logos-dark/16/13.png""]",@CalPolyFootball,"{""capacity"":""11075"",""city"":""San Luis Obispo"",""constructionYear"":""2006"",""countryCode"":""US"",""dome"":""false"",""elevation"":""84.6832428"",""grass"":""true"",""id"":""1027"",""latitude"":""35.2984123"",""longitude"":""-120.6650005"",""name"":""Alex G. Spanos Stadium"",""state"":""CA"",""timezone"":""America/Los_Angeles"",""zip"":""93405""}"
129738,Calvin,Knights,CALU,"[""CALU"",""Calvin""]",Michigan,null,iii,#000000,#null,null,null,"{""capacity"":null,""city"":""Grand Rapids"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""10463"",""latitude"":null,""longitude"":null,""name"":""Grand Rapids Christian High School"",""state"":""MI"",""timezone"":null,""zip"":null}"
2097,Campbell,Fighting Camels,CAM,"[""CAM"",""Campbell""]",Coastal Athletic,null,fcs,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2097.png"",""https://cdn.collegefootballdata.com/logos/256/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2097.png"",""https://cdn.collegefootballdata.com/logos/128/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2097.png"",""https://cdn.collegefootballdata.com/logos/96/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2097.png"",""https://cdn.collegefootballdata.com/logos/64/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2097.png"",""https://cdn.collegefootballdata.com/logos/48/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2097.png"",""https://cdn.collegefootballdata.com/logos/32/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2097.png"",""https://cdn.collegefootballdata.com/logos/16/2097.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2097.png""]",@GoCamelsFB,"{""capacity"":""5500"",""city"":""Buies Creek"",""constructionYear"":""2008"",""countryCode"":""US"",""dome"":""false"",""elevation"":""56.51401138"",""grass"":""false"",""id"":""3629"",""latitude"":""35.4047689"",""longitude"":""-78.7424842"",""name"":""Barker-Lane Stadium"",""state"":""NC"",""timezone"":""America/New_York"",""zip"":""27506""}"
424,Capital,Comets,CAPU,"[""CAPU"",""Capital""]",Ohio,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/424.png"",""https://cdn.collegefootballdata.com/logos-dark/500/424.png"",""https://cdn.collegefootballdata.com/logos/256/424.png"",""https://cdn.collegefootballdata.com/logos-dark/256/424.png"",""https://cdn.collegefootballdata.com/logos/128/424.png"",""https://cdn.collegefootballdata.com/logos-dark/128/424.png"",""https://cdn.collegefootballdata.com/logos/96/424.png"",""https://cdn.collegefootballdata.com/logos-dark/96/424.png"",""https://cdn.collegefootballdata.com/logos/64/424.png"",""https://cdn.collegefootballdata.com/logos-dark/64/424.png"",""https://cdn.collegefootballdata.com/logos/48/424.png"",""https://cdn.collegefootballdata.com/logos-dark/48/424.png"",""https://cdn.collegefootballdata.com/logos/32/424.png"",""https://cdn.collegefootballdata.com/logos-dark/32/424.png"",""https://cdn.collegefootballdata.com/logos/16/424.png"",""https://cdn.collegefootballdata.com/logos-dark/16/424.png""]",null,"{""capacity"":""3000"",""city"":""Bexley"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5812"",""latitude"":""39.9692378"",""longitude"":""-82.936864"",""name"":""Bernlohr Stadium"",""state"":""OH"",""timezone"":null,""zip"":""43209""}"
2101,Carleton,Knights,CAR,"[""CAR"",""Carleton""]",Minnesota,null,iii,#173a79,#edac09,"[""https://cdn.collegefootballdata.com/logos/500/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2101.png"",""https://cdn.collegefootballdata.com/logos/256/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2101.png"",""https://cdn.collegefootballdata.com/logos/128/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2101.png"",""https://cdn.collegefootballdata.com/logos/96/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2101.png"",""https://cdn.collegefootballdata.com/logos/64/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2101.png"",""https://cdn.collegefootballdata.com/logos/48/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2101.png"",""https://cdn.collegefootballdata.com/logos/32/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2101.png"",""https://cdn.collegefootballdata.com/logos/16/2101.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2101.png""]",null,"{""capacity"":""7500"",""city"":""Northfield"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""7079"",""latitude"":""44.4582041"",""longitude"":""-93.161159"",""name"":""Laird Stadium"",""state"":""MN"",""timezone"":null,""zip"":""55057""}"
2102,Carnegie Mellon,Tartans,CGMU,"[""CGMU"",""Carn Mellon""]",Presidents',null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2102.png"",""https://cdn.collegefootballdata.com/logos/256/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2102.png"",""https://cdn.collegefootballdata.com/logos/128/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2102.png"",""https://cdn.collegefootballdata.com/logos/96/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2102.png"",""https://cdn.collegefootballdata.com/logos/64/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2102.png"",""https://cdn.collegefootballdata.com/logos/48/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2102.png"",""https://cdn.collegefootballdata.com/logos/32/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2102.png"",""https://cdn.collegefootballdata.com/logos/16/2102.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2102.png""]",null,"{""capacity"":""3500"",""city"":""Pittsburgh"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5814"",""latitude"":""40.4416941"",""longitude"":""-79.9900861"",""name"":""Gesling Stadium"",""state"":""PA"",""timezone"":null,""zip"":""15219""}"
32,Carroll (WI),Pioneers,CRU,"[""Carroll (Wisconsin)"",""CRU"",""Carroll (WI)""]",CCIW,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/32.png"",""https://cdn.collegefootballdata.com/logos-dark/500/32.png"",""https://cdn.collegefootballdata.com/logos/256/32.png"",""https://cdn.collegefootballdata.com/logos-dark/256/32.png"",""https://cdn.collegefootballdata.com/logos/128/32.png"",""https://cdn.collegefootballdata.com/logos-dark/128/32.png"",""https://cdn.collegefootballdata.com/logos/96/32.png"",""https://cdn.collegefootballdata.com/logos-dark/96/32.png"",""https://cdn.collegefootballdata.com/logos/64/32.png"",""https://cdn.collegefootballdata.com/logos-dark/64/32.png"",""https://cdn.collegefootballdata.com/logos/48/32.png"",""https://cdn.collegefootballdata.com/logos-dark/48/32.png"",""https://cdn.collegefootballdata.com/logos/32/32.png"",""https://cdn.collegefootballdata.com/logos-dark/32/32.png"",""https://cdn.collegefootballdata.com/logos/16/32.png"",""https://cdn.collegefootballdata.com/logos-dark/16/32.png""]",null,"{""capacity"":""2000"",""city"":""Waukesha"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5815"",""latitude"":""43.0053145"",""longitude"":""-88.24736430153254"",""name"":""Schneider Stadium"",""state"":""WI"",""timezone"":null,""zip"":""53187""}"
2105,Carson Newman,Eagles,CN,"[""Carson Newman College"",""CN"",""Carson Newman""]",South Atlantic,null,ii,#f2682a,#0c233f,"[""https://cdn.collegefootballdata.com/logos/500/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2105.png"",""https://cdn.collegefootballdata.com/logos/256/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2105.png"",""https://cdn.collegefootballdata.com/logos/128/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2105.png"",""https://cdn.collegefootballdata.com/logos/96/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2105.png"",""https://cdn.collegefootballdata.com/logos/64/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2105.png"",""https://cdn.collegefootballdata.com/logos/48/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2105.png"",""https://cdn.collegefootballdata.com/logos/32/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2105.png"",""https://cdn.collegefootballdata.com/logos/16/2105.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2105.png""]",null,"{""capacity"":""6500"",""city"":""Jefferson City"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3663"",""latitude"":""36.122311"",""longitude"":""-83.4923961"",""name"":""Burke-Tarr Stadium"",""state"":""TN"",""timezone"":null,""zip"":null}"
2106,Carthage,Firebirds,CCW,"[""CCW"",""Carthage""]",CCIW,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2106.png"",""https://cdn.collegefootballdata.com/logos/256/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2106.png"",""https://cdn.collegefootballdata.com/logos/128/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2106.png"",""https://cdn.collegefootballdata.com/logos/96/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2106.png"",""https://cdn.collegefootballdata.com/logos/64/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2106.png"",""https://cdn.collegefootballdata.com/logos/48/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2106.png"",""https://cdn.collegefootballdata.com/logos/32/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2106.png"",""https://cdn.collegefootballdata.com/logos/16/2106.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2106.png""]",null,"{""capacity"":""2448"",""city"":""Kenosha"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5816"",""latitude"":""42.5846773"",""longitude"":""-87.8212263"",""name"":""Art Keller Field"",""state"":""WI"",""timezone"":null,""zip"":""53140""}"
2963,Case Western Reserve,Spartans,CWRU,"[""CWRU"",""Case Western""]",Presidents',null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2963.png"",""https://cdn.collegefootballdata.com/logos/256/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2963.png"",""https://cdn.collegefootballdata.com/logos/128/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2963.png"",""https://cdn.collegefootballdata.com/logos/96/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2963.png"",""https://cdn.collegefootballdata.com/logos/64/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2963.png"",""https://cdn.collegefootballdata.com/logos/48/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2963.png"",""https://cdn.collegefootballdata.com/logos/32/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2963.png"",""https://cdn.collegefootballdata.com/logos/16/2963.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2963.png""]",null,"{""capacity"":""2400"",""city"":""Cleveland"",""constructionYear"":""2005"",""countryCode"":""US"",""dome"":""false"",""elevation"":""-81.603639"",""grass"":""false"",""id"":""3671"",""latitude"":""41.513447"",""longitude"":""-81.603634"",""name"":""Case Field"",""state"":""OH"",""timezone"":""America/New_York"",""zip"":""85099""}"
2107,Catawba,Indians,CAT,"[""Catawba College"",""CAT"",""Catawba""]",South Atlantic,null,ii,#0c233f,#cb152f,"[""https://cdn.collegefootballdata.com/logos/500/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2107.png"",""https://cdn.collegefootballdata.com/logos/256/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2107.png"",""https://cdn.collegefootballdata.com/logos/128/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2107.png"",""https://cdn.collegefootballdata.com/logos/96/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2107.png"",""https://cdn.collegefootballdata.com/logos/64/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2107.png"",""https://cdn.collegefootballdata.com/logos/48/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2107.png"",""https://cdn.collegefootballdata.com/logos/32/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2107.png"",""https://cdn.collegefootballdata.com/logos/16/2107.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2107.png""]",null,"{""capacity"":""5000"",""city"":""Salisbury"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5122"",""latitude"":""35.6709727"",""longitude"":""-80.4742261"",""name"":""Shuford Stadium"",""state"":""NC"",""timezone"":null,""zip"":""28144""}"
2108,Catholic,Cardinals,CATH,"[""CATH"",""Catholic""]",Landmark Conference,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2108.png"",""https://cdn.collegefootballdata.com/logos/256/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2108.png"",""https://cdn.collegefootballdata.com/logos/128/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2108.png"",""https://cdn.collegefootballdata.com/logos/96/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2108.png"",""https://cdn.collegefootballdata.com/logos/64/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2108.png"",""https://cdn.collegefootballdata.com/logos/48/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2108.png"",""https://cdn.collegefootballdata.com/logos/32/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2108.png"",""https://cdn.collegefootballdata.com/logos/16/2108.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2108.png""]",null,"{""capacity"":""3500"",""city"":""Washington"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6202"",""latitude"":""38.8950368"",""longitude"":""-77.0365427"",""name"":""Cardinal Stadium (DC)"",""state"":""DC"",""timezone"":null,""zip"":""20549""}"
101442,Centenary (LA),Gentlemen,CTLA,"[""CTLA"",""Centenary (LA)""]",Southern Collegiate Athletic,null,iii,#000000,#null,null,null,"{""capacity"":null,""city"":""Shreveport"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""10465"",""latitude"":null,""longitude"":null,""name"":""Mayo Field"",""state"":""LA"",""timezone"":null,""zip"":null}"
2110,Central Arkansas,Bears,CARK,"[""CARK"",""C Arkansas""]",UAC,null,fcs,#a7a9ac,#8e959a,"[""https://cdn.collegefootballdata.com/logos/500/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2110.png"",""https://cdn.collegefootballdata.com/logos/256/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2110.png"",""https://cdn.collegefootballdata.com/logos/128/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2110.png"",""https://cdn.collegefootballdata.com/logos/96/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2110.png"",""https://cdn.collegefootballdata.com/logos/64/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2110.png"",""https://cdn.collegefootballdata.com/logos/48/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2110.png"",""https://cdn.collegefootballdata.com/logos/32/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2110.png"",""https://cdn.collegefootballdata.com/logos/16/2110.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2110.png""]",@UCA_Football,"{""capacity"":""10000"",""city"":""Conway"",""constructionYear"":""1939"",""countryCode"":""US"",""dome"":""false"",""elevation"":""94.25577545"",""grass"":""false"",""id"":""3711"",""latitude"":""35.0802599"",""longitude"":""-92.460045"",""name"":""Estes Stadium"",""state"":""AR"",""timezone"":""America/Chicago"",""zip"":""72035""}"
2964,Central College,Dutch,CNTC,"[""CNTC"",""Central Col""]",American Rivers,null,iii,#ea0029,#c8c8c8,"[""https://cdn.collegefootballdata.com/logos/500/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2964.png"",""https://cdn.collegefootballdata.com/logos/256/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2964.png"",""https://cdn.collegefootballdata.com/logos/128/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2964.png"",""https://cdn.collegefootballdata.com/logos/96/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2964.png"",""https://cdn.collegefootballdata.com/logos/64/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2964.png"",""https://cdn.collegefootballdata.com/logos/48/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2964.png"",""https://cdn.collegefootballdata.com/logos/32/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2964.png"",""https://cdn.collegefootballdata.com/logos/16/2964.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2964.png""]",null,"{""capacity"":""1000"",""city"":""Pella"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5817"",""latitude"":""41.4073138"",""longitude"":""-92.9174074"",""name"":""Ron and Joyce Schipper Stadium"",""state"":""IA"",""timezone"":null,""zip"":""50219""}"
2115,Central Connecticut,Blue Devils,CCSU,"[""Central Connecticut State"",""CCSU"",""C Connecticut""]",NEC,null,fcs,#1B49A2,#d1d5d8,"[""https://cdn.collegefootballdata.com/logos/500/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2115.png"",""https://cdn.collegefootballdata.com/logos/256/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2115.png"",""https://cdn.collegefootballdata.com/logos/128/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2115.png"",""https://cdn.collegefootballdata.com/logos/96/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2115.png"",""https://cdn.collegefootballdata.com/logos/64/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2115.png"",""https://cdn.collegefootballdata.com/logos/48/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2115.png"",""https://cdn.collegefootballdata.com/logos/32/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2115.png"",""https://cdn.collegefootballdata.com/logos/16/2115.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2115.png""]",@CCSUfootball,"{""capacity"":""5500"",""city"":""New Britain"",""constructionYear"":""1969"",""countryCode"":""US"",""dome"":""false"",""elevation"":""41.29866409"",""grass"":""false"",""id"":""3624"",""latitude"":""41.6950591"",""longitude"":""-72.7616197"",""name"":""Arute Field"",""state"":""CT"",""timezone"":""America/New_York"",""zip"":""6053 ""}"
2117,Central Michigan,Chippewas,CMU,"[""CMU"",""C Michigan""]",Mid-American,null,fbs,#6a0032,#ffc82e,"[""https://cdn.collegefootballdata.com/logos/500/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2117.png"",""https://cdn.collegefootballdata.com/logos/256/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2117.png"",""https://cdn.collegefootballdata.com/logos/128/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2117.png"",""https://cdn.collegefootballdata.com/logos/96/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2117.png"",""https://cdn.collegefootballdata.com/logos/64/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2117.png"",""https://cdn.collegefootballdata.com/logos/48/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2117.png"",""https://cdn.collegefootballdata.com/logos/32/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2117.png"",""https://cdn.collegefootballdata.com/logos/16/2117.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2117.png""]",@CMU_Football,"{""capacity"":""30255"",""city"":""Mount Pleasant"",""constructionYear"":""1972"",""countryCode"":""US"",""dome"":""false"",""elevation"":""240.9007721"",""grass"":""false"",""id"":""3786"",""latitude"":""43.5777313"",""longitude"":""-84.7709904"",""name"":""Kelly/Shorts Stadium"",""state"":""MI"",""timezone"":""America/Detroit"",""zip"":""48859""}"
2118,Central Missouri,Mules,UCM,"[""UCM"",""C Missouri""]",Mid America,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2118.png"",""https://cdn.collegefootballdata.com/logos/256/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2118.png"",""https://cdn.collegefootballdata.com/logos/128/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2118.png"",""https://cdn.collegefootballdata.com/logos/96/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2118.png"",""https://cdn.collegefootballdata.com/logos/64/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2118.png"",""https://cdn.collegefootballdata.com/logos/48/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2118.png"",""https://cdn.collegefootballdata.com/logos/32/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2118.png"",""https://cdn.collegefootballdata.com/logos/16/2118.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2118.png""]",null,"{""capacity"":""12000"",""city"":""Warrensburg"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""4724"",""latitude"":""38.7624373"",""longitude"":""-93.7409596"",""name"":""Audrey J. Walton Stadium at Vernon Kennedy Field"",""state"":""MO"",""timezone"":null,""zip"":""64093""}"
